Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.020
Time Stamp: 5 30, 2024 -- 13: 47: 44: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	mm	N	deg	deg	deg	N	mm	N	deg	deg	deg
 0.9773	-3.2193	-0.5624	 0.3228	 0.1034	-0.1404	 7.2086	-0.0040	 9.2806	-0.0409	-0.0291	-0.0127	286.6151	 0.0000	477.8497	 0.0000	 0.0000	 0.0000	-4.6892	 0.0040	-13.6596	 0.0409	 0.0291	 0.0127
 2.3057	-3.5194	-0.7896	 0.3466	 0.2278	-0.1665	 7.1978	 0.0005	 9.2829	-0.0339	-0.0331	-0.0092	286.4585	 0.0000	477.5896	 0.0000	 0.0000	 0.0000	-5.8275	-0.0005	-13.7327	 0.0339	 0.0331	 0.0092
 2.2448	-4.3117	-5.8822	 0.4668	 0.3058	-0.1547	 7.2048	-0.0025	 9.2736	-0.0407	-0.0367	-0.0046	286.3019	 0.0000	477.3295	 0.0000	 0.0000	 0.0000	-6.0963	 0.0025	-8.5661	 0.0407	 0.0367	 0.0046
 1.7167	-3.9838	-3.5873	 0.4752	 0.2258	-0.1417	 7.1922	-0.0135	 9.2706	-0.0324	-0.0283	-0.0059	286.1438	 0.0000	477.0669	 0.0000	 0.0000	 0.0000	-5.2872	 0.0135	-10.8912	 0.0324	 0.0283	 0.0059
 2.1224	-4.2813	-2.5899	 0.4851	 0.2263	-0.1614	 7.1988	-0.0001	 9.2605	-0.0308	-0.0273	-0.0189	285.9851	 0.0000	476.8033	 0.0000	 0.0000	 0.0000	-6.0028	 0.0001	-11.8026	 0.0308	 0.0273	 0.0189
 2.3924	-4.3540	-2.5570	 0.4708	 0.2411	-0.1534	 7.1891	-0.0075	 9.2633	-0.0097	-0.0317	 0.0049	285.8259	 0.0000	476.5388	 0.0000	 0.0000	 0.0000	-6.1507	 0.0075	-12.1568	 0.0097	 0.0317	-0.0049
 0.9289	-3.6132	-1.8033	 0.3615	 0.1471	-0.1359	 7.1836	-0.0066	 9.2605	-0.0306	-0.0334	 0.0071	285.6651	 0.0000	476.2716	 0.0000	 0.0000	 0.0000	-4.6430	 0.0066	-13.0291	 0.0306	 0.0334	-0.0071
 1.4054	-4.0745	-3.8681	 0.4441	 0.1988	-0.1776	 7.1910	-0.0095	 9.2533	-0.0194	-0.0345	-0.0021	285.5043	 0.0000	476.0045	 0.0000	 0.0000	 0.0000	-5.4639	 0.0095	-10.9813	 0.0194	 0.0345	 0.0021
 2.4039	-4.4458	-3.8262	 0.5103	 0.2289	-0.1538	 7.1906	-0.0101	 9.2389	-0.0290	-0.0188	-0.0008	285.3418	 0.0000	475.7346	 0.0000	 0.0000	 0.0000	-6.5474	 0.0101	-10.6786	 0.0290	 0.0188	 0.0008
 1.8371	-4.4121	-4.9319	 0.4470	 0.1710	-0.1349	 7.1885	-0.0068	 9.2447	 0.0159	-0.0295	-0.0052	285.1789	 0.0000	475.4639	 0.0000	 0.0000	 0.0000	-6.0934	 0.0068	-10.0965	-0.0159	 0.0295	 0.0052
-0.3765	-2.8856	 2.3778	 0.4018	-0.2197	-0.1207	 7.1860	-0.0053	 9.2423	-0.0195	-0.0287	 0.0041	285.0153	 0.0000	475.1921	 0.0000	 0.0000	 0.0000	-3.9575	 0.0053	-17.5625	 0.0195	 0.0287	-0.0041
 1.8210	-4.1866	-1.7111	 0.4865	 0.1509	-0.1527	 7.1853	-0.0171	 9.2330	-0.0305	-0.0272	-0.0089	284.8503	 0.0000	474.9180	 0.0000	 0.0000	 0.0000	-6.2063	 0.0171	-13.3333	 0.0305	 0.0272	 0.0089
 1.8136	-3.2092	-2.3867	 0.3204	 0.2050	-0.1424	 7.1884	 0.0015	 9.2366	-0.0128	-0.0220	-0.0152	284.6853	 0.0000	474.6439	 0.0000	 0.0000	 0.0000	-6.5105	-0.0015	-13.1299	 0.0128	 0.0220	 0.0152
 1.5109	-3.9149	-3.6400	 0.3927	 0.1666	-0.1416	 7.1870	-0.0015	 9.2214	 0.0009	-0.0254	-0.0159	284.5184	 0.0000	474.3666	 0.0000	 0.0000	 0.0000	-6.2202	 0.0015	-11.5282	-0.0009	 0.0254	 0.0159
 1.1010	-3.6662	-1.2693	 0.4195	 0.0882	-0.1518	 7.1793	 0.0046	 9.2160	-0.0182	-0.0255	-0.0168	284.3513	 0.0000	474.0890	 0.0000	 0.0000	 0.0000	-5.6884	-0.0046	-13.9154	 0.0182	 0.0255	 0.0168
 2.5153	-3.6530	-2.6273	 0.3839	 0.2937	-0.1632	 7.1832	 0.0056	 9.2077	-0.0177	-0.0177	-0.0262	284.1833	 0.0000	473.8098	 0.0000	 0.0000	 0.0000	-7.3464	-0.0056	-12.5127	 0.0177	 0.0177	 0.0262
 2.0439	-3.9138	-3.6512	 0.3209	 0.2559	-0.1622	 7.1884	-0.0045	 9.2071	 0.0236	-0.0193	-0.0134	284.0142	 0.0000	473.5288	 0.0000	 0.0000	 0.0000	-7.2259	 0.0045	-11.7706	-0.0236	 0.0193	 0.0134
 1.4519	-3.4697	-2.7337	 0.3369	 0.1741	-0.1675	 7.1830	-0.0002	 9.2032	 0.0171	-0.0215	-0.0157	283.8450	 0.0000	473.2477	 0.0000	 0.0000	 0.0000	-6.5948	 0.0002	-12.7863	-0.0171	 0.0215	 0.0157
 2.3586	-3.9815	-3.7354	 0.4769	 0.3010	-0.1599	 7.1917	 0.0063	 9.1986	 0.0213	-0.0177	-0.0304	283.6738	 0.0000	472.9632	 0.0000	 0.0000	 0.0000	-7.9238	-0.0063	-11.9437	-0.0213	 0.0177	 0.0304
 1.9034	-3.8276	-2.6061	 0.4406	 0.1752	-0.1590	 7.1869	 0.0059	 9.1992	 0.0317	-0.0171	-0.0164	283.5026	 0.0000	472.6787	 0.0000	 0.0000	 0.0000	-7.5050	-0.0059	-13.3521	-0.0317	 0.0171	 0.0164
 3.2627	-3.7280	-7.6144	 0.2941	 0.5193	-0.1915	 7.1863	 0.0040	 9.1884	 0.0133	-0.0129	-0.0362	283.3302	 0.0000	472.3923	 0.0000	 0.0000	 0.0000	-8.9205	-0.0040	-8.1730	-0.0133	 0.0129	 0.0362
 1.7583	-3.6901	-4.4247	 0.4263	 0.1889	-0.1712	 7.1776	 0.0083	 9.1875	 0.0211	-0.0159	-0.0365	283.1569	 0.0000	472.1043	 0.0000	 0.0000	 0.0000	-7.2913	-0.0083	-11.5716	-0.0211	 0.0159	 0.0365
 2.5748	-3.6392	-3.5411	 0.3731	 0.3547	-0.1851	 7.1829	-0.0026	 9.1737	 0.0506	-0.0150	-0.0235	282.9834	 0.0000	471.8160	 0.0000	 0.0000	 0.0000	-8.3846	 0.0026	-12.2006	-0.0506	 0.0150	 0.0235
 1.7840	-3.8391	-4.5779	 0.4405	 0.1551	-0.1190	 7.1833	-0.0034	 9.1794	 0.0631	-0.0222	-0.0324	282.8081	 0.0000	471.5246	 0.0000	 0.0000	 0.0000	-7.7938	 0.0034	-11.6993	-0.0631	 0.0222	 0.0324
 1.0528	-3.4351	-1.5325	 0.3678	 0.0358	-0.1307	 7.1873	-0.0130	 9.1719	 0.0393	-0.0076	-0.0284	282.6327	 0.0000	471.2333	 0.0000	 0.0000	 0.0000	-7.3447	 0.0130	-14.7166	-0.0393	 0.0076	 0.0284
 2.1532	-4.2804	-4.6819	 0.4492	 0.2475	-0.1308	 7.1731	-0.0048	 9.1614	 0.0437	-0.0215	-0.0389	282.4560	 0.0000	470.9396	 0.0000	 0.0000	 0.0000	-8.0453	 0.0048	-11.3768	-0.0437	 0.0215	 0.0389
 1.0832	-2.7327	-1.6338	 0.2177	 0.0477	-0.1417	 7.1770	 0.0034	 9.1656	 0.0491	-0.0201	-0.0266	282.2787	 0.0000	470.6448	 0.0000	 0.0000	 0.0000	-7.3386	-0.0034	-14.9292	-0.0491	 0.0201	 0.0266
 1.5590	-3.7440	-1.6755	 0.3785	 0.1253	-0.1629	 7.1807	 0.0014	 9.1597	 0.0539	-0.0149	-0.0255	282.1008	 0.0000	470.3492	 0.0000	 0.0000	 0.0000	-8.0861	-0.0014	-14.9582	-0.0539	 0.0149	 0.0255
 1.3086	-3.2416	-2.6155	 0.3827	 0.1122	-0.1363	 7.1759	-0.0068	 9.1505	 0.0482	-0.0246	-0.0317	281.9214	 0.0000	470.0511	 0.0000	 0.0000	 0.0000	-7.7609	 0.0068	-13.9067	-0.0482	 0.0246	 0.0317
 2.2550	-4.0334	-1.6661	 0.4597	 0.2352	-0.1778	 7.1818	-0.0082	 9.1361	 0.0118	-0.0102	-0.0348	281.7420	 0.0000	469.7529	 0.0000	 0.0000	 0.0000	-9.0100	 0.0082	-14.5811	-0.0118	 0.0102	 0.0348
 1.2472	-3.6906	-2.6813	 0.3628	 0.1781	-0.1292	 7.1799	-0.0141	 9.1406	 0.0229	-0.0042	-0.0212	281.5609	 0.0000	469.4520	 0.0000	 0.0000	 0.0000	-8.1763	 0.0141	-14.0227	-0.0229	 0.0042	 0.0212
 1.0606	-4.0400	-3.7356	 0.4729	 0.0795	-0.1453	 7.1905	-0.0136	 9.1355	 0.0552	-0.0085	-0.0150	281.3795	 0.0000	469.1505	 0.0000	 0.0000	 0.0000	-8.4973	 0.0136	-13.1439	-0.0552	 0.0085	 0.0150
 2.1806	-3.3939	-1.4082	 0.3858	 0.2283	-0.1574	 7.1874	-0.0124	 9.1282	 0.0487	-0.0113	-0.0118	281.1973	 0.0000	468.8477	 0.0000	 0.0000	 0.0000	-9.6497	 0.0124	-15.4636	-0.0487	 0.0113	 0.0118
 2.2838	-3.9816	-3.6675	 0.4154	 0.2788	-0.1705	 7.1768	-0.0205	 9.1252	 0.0149	-0.0123	-0.0383	281.0139	 0.0000	468.5428	 0.0000	 0.0000	 0.0000	-9.5092	 0.0205	-13.2926	-0.0149	 0.0123	 0.0383
 1.1272	-3.7558	-1.6523	 0.4451	 0.1491	-0.1339	 7.1784	-0.0175	 9.1125	 0.0206	-0.0119	-0.0247	280.8304	 0.0000	468.2379	 0.0000	 0.0000	 0.0000	-8.5304	 0.0175	-15.1178	-0.0206	 0.0119	 0.0247
 2.4010	-4.5040	-4.9640	 0.5154	 0.3362	-0.1531	 7.1754	 0.0008	 9.1035	 0.0165	-0.0120	-0.0307	280.6451	 0.0000	467.9299	 0.0000	 0.0000	 0.0000	-9.8390	-0.0008	-11.7620	-0.0165	 0.0120	 0.0307
 1.8847	-3.5585	-2.7057	 0.3729	 0.1428	-0.1416	 7.1701	-0.0161	 9.1038	 0.0300	-0.0169	-0.0108	280.4596	 0.0000	467.6216	 0.0000	 0.0000	 0.0000	-9.3408	 0.0161	-14.2885	-0.0300	 0.0169	 0.0108
 1.7585	-4.4271	-2.9271	 0.4487	 0.2309	-0.1838	 7.1779	-0.0194	 9.0959	-0.0173	-0.0010	-0.0167	280.2732	 0.0000	467.3117	 0.0000	 0.0000	 0.0000	-9.6214	 0.0194	-14.0677	 0.0173	 0.0010	 0.0167
 1.3864	-4.4520	-4.8072	 0.4184	 0.1461	-0.1530	 7.1629	-0.0188	 9.1023	 0.0042	-0.0100	-0.0196	280.0857	 0.0000	467.0000	 0.0000	 0.0000	 0.0000	-8.9581	 0.0188	-12.6782	-0.0042	 0.0100	 0.0196
 1.9606	-3.4902	-4.0045	 0.3079	 0.2329	-0.1631	 7.1624	-0.0157	 9.0901	 0.0037	-0.0229	-0.0081	279.8981	 0.0000	466.6883	 0.0000	 0.0000	 0.0000	-9.6217	 0.0157	-13.3201	-0.0037	 0.0229	 0.0081
-2.1264	-1.1308	 9.8112	 0.3190	-0.7265	-0.0112	 7.1617	-0.0050	 9.0789	-0.0154	-0.0011	-0.0288	279.7086	 0.0000	466.3733	 0.0000	 0.0000	 0.0000	-5.6440	 0.0050	-26.9742	 0.0154	 0.0011	 0.0288
 1.5778	-4.4364	-1.9207	 0.4665	 0.1688	-0.1532	 7.1473	 0.0004	 9.0740	-0.0259	-0.0037	-0.0272	279.5191	 0.0000	466.0583	 0.0000	 0.0000	 0.0000	-9.0260	-0.0004	-15.2791	 0.0259	 0.0037	 0.0272
 1.5584	-3.7669	-2.5916	 0.3372	 0.1551	-0.1635	 7.1531	-0.0105	 9.0735	-0.0332	-0.0057	-0.0310	279.3285	 0.0000	465.7413	 0.0000	 0.0000	 0.0000	-9.3665	 0.0105	-14.9224	 0.0332	 0.0057	 0.0310
 1.7348	-3.6324	-4.6579	 0.3630	 0.1910	-0.1660	 7.1504	-0.0049	 9.0747	-0.0378	-0.0042	-0.0255	279.1370	 0.0000	465.4230	 0.0000	 0.0000	 0.0000	-9.6684	 0.0049	-13.2129	 0.0378	 0.0042	 0.0255
 1.6738	-3.5867	-2.5108	 0.4085	 0.2146	-0.1503	 7.1477	 0.0066	 9.0632	-0.0282	-0.0106	-0.0273	278.9452	 0.0000	465.1042	 0.0000	 0.0000	 0.0000	-9.6328	-0.0066	-15.2275	 0.0282	 0.0106	 0.0273
 0.6335	-3.6030	-0.4053	 0.4308	-0.0128	-0.1189	 7.1477	 0.0030	 9.0628	-0.0139	-0.0106	-0.0322	278.7517	 0.0000	464.7826	 0.0000	 0.0000	 0.0000	-8.7707	-0.0030	-17.6334	 0.0139	 0.0106	 0.0322
 1.3901	-4.0887	-1.6057	 0.4455	 0.1254	-0.1489	 7.1560	-0.0075	 9.0482	-0.0328	-0.0001	-0.0291	278.5582	 0.0000	464.4609	 0.0000	 0.0000	 0.0000	-9.9182	 0.0075	-16.1787	 0.0328	 0.0001	 0.0291
 1.5590	-3.8526	-2.5945	 0.3833	 0.1694	-0.1533	 7.1493	-0.0066	 9.0416	-0.0384	-0.0074	-0.0267	278.3634	 0.0000	464.1369	 0.0000	 0.0000	 0.0000	-10.0055	 0.0066	-15.2127	 0.0384	 0.0074	 0.0267
 0.6408	-3.8345	-3.5229	 0.4147	 0.0794	-0.1451	 7.1378	 0.0056	 9.0383	-0.0290	 0.0017	-0.0306	278.1679	 0.0000	463.8120	 0.0000	 0.0000	 0.0000	-8.8977	-0.0056	-14.4136	 0.0290	-0.0017	 0.0306
 1.8097	-3.6726	-0.6915	 0.3778	 0.2365	-0.1464	 7.1273	 0.0163	 9.0382	-0.0343	-0.0081	-0.0326	277.9719	 0.0000	463.4862	 0.0000	 0.0000	 0.0000	-9.8980	-0.0163	-17.5267	 0.0343	 0.0081	 0.0326
 2.5075	-4.7500	-3.7975	 0.4871	 0.2767	-0.1527	 7.1235	 0.0008	 9.0348	-0.0158	-0.0001	-0.0112	277.7745	 0.0000	463.1579	 0.0000	 0.0000	 0.0000	-10.6810	-0.0008	-14.5580	 0.0158	 0.0001	 0.0112
 1.2601	-4.0135	-2.8700	 0.4587	 0.1811	-0.1296	 7.1218	 0.0014	 9.0182	-0.0429	-0.0063	-0.0170	277.5770	 0.0000	462.8297	 0.0000	 0.0000	 0.0000	-9.4449	-0.0014	-15.1309	 0.0429	 0.0063	 0.0170
 0.9145	-4.0992	-0.6033	 0.4549	 0.0197	-0.1398	 7.1120	-0.0010	 9.0116	-0.0269	 0.0021	-0.0351	277.3780	 0.0000	462.4988	 0.0000	 0.0000	 0.0000	-8.9146	 0.0010	-17.3812	 0.0269	-0.0021	 0.0351
 1.1689	-3.0720	-2.4792	 0.3719	 0.0925	-0.1295	 7.1189	 0.0032	 9.0158	-0.0298	-0.0117	-0.0103	277.1786	 0.0000	462.1672	 0.0000	 0.0000	 0.0000	-9.6413	-0.0032	-16.0824	 0.0298	 0.0117	 0.0103
 1.8590	-3.5526	-1.5919	 0.3807	 0.2092	-0.1528	 7.1125	 0.0069	 9.0103	-0.0200	 0.0009	-0.0162	276.9784	 0.0000	461.8345	 0.0000	 0.0000	 0.0000	-10.3011	-0.0069	-17.0295	 0.0200	-0.0009	 0.0162
 1.6672	-3.7165	-3.4769	 0.3972	 0.2024	-0.1628	 7.1052	 0.0017	 9.0003	-0.0141	 0.0013	-0.0052	276.7770	 0.0000	461.4997	 0.0000	 0.0000	 0.0000	-10.0137	-0.0017	-15.0169	 0.0141	-0.0013	 0.0052
 1.4103	-3.9090	-1.6044	 0.4335	 0.0974	-0.1665	 7.1203	-0.0003	 8.9875	-0.0330	-0.0031	-0.0086	276.5757	 0.0000	461.1649	 0.0000	 0.0000	 0.0000	-10.3616	 0.0003	-16.8014	 0.0330	 0.0031	 0.0086
 1.7967	-3.8147	-1.4601	 0.3810	 0.2146	-0.1502	 7.1125	-0.0009	 8.9778	-0.0233	-0.0011	-0.0103	276.3725	 0.0000	460.8270	 0.0000	 0.0000	 0.0000	-10.6289	 0.0009	-16.8386	 0.0233	 0.0011	 0.0103
 1.6184	-3.8768	-2.6026	 0.3919	 0.1642	-0.1459	 7.1040	-0.0039	 8.9841	-0.0043	 0.0054	-0.0082	276.1692	 0.0000	460.4890	 0.0000	 0.0000	 0.0000	-10.4252	 0.0039	-16.2257	 0.0043	-0.0054	 0.0082
-1.4749	-2.0326	 6.7485	 0.3458	-0.5729	-0.0366	 7.1086	-0.0063	 8.9703	-0.0171	 0.0129	-0.0154	275.9649	 0.0000	460.1493	 0.0000	 0.0000	 0.0000	-7.5989	 0.0063	-25.3657	 0.0171	-0.0129	 0.0154
 2.2274	-3.9264	-2.7946	 0.4063	 0.2474	-0.1600	 7.1159	-0.0073	 8.9636	-0.0182	 0.0037	-0.0072	275.7596	 0.0000	459.8080	 0.0000	 0.0000	 0.0000	-11.7013	 0.0073	-15.9533	 0.0182	-0.0037	 0.0072
 1.2795	-3.5096	-1.5555	 0.3230	 0.1533	-0.1621	 7.1178	-0.0112	 8.9650	 0.0055	 0.0044	-0.0009	275.5543	 0.0000	459.4666	 0.0000	 0.0000	 0.0000	-11.0416	 0.0112	-17.6025	-0.0055	-0.0044	 0.0009
 1.5745	-3.5211	-4.6215	 0.3463	 0.2160	-0.1643	 7.1103	-0.0096	 8.9581	-0.0117	-0.0004	-0.0075	275.3471	 0.0000	459.1220	 0.0000	 0.0000	 0.0000	-11.2285	 0.0096	-14.5547	 0.0117	 0.0004	 0.0075
 2.5197	-3.5923	-4.6446	 0.3475	 0.3160	-0.1515	 7.0963	-0.0135	 8.9478	-0.0123	 0.0017	-0.0048	275.1398	 0.0000	458.7775	 0.0000	 0.0000	 0.0000	-11.8532	 0.0135	-14.3599	 0.0123	-0.0017	 0.0048
 1.8004	-3.8588	-1.4724	 0.4238	 0.1931	-0.1459	 7.0935	-0.0134	 8.9389	-0.0199	 0.0067	-0.0088	274.9315	 0.0000	458.4310	 0.0000	 0.0000	 0.0000	-11.1930	 0.0134	-17.4886	 0.0199	-0.0067	 0.0088
-0.1755	-3.3461	 0.5226	 0.3493	-0.1816	-0.1140	 7.1002	-0.0160	 8.9388	-0.0085	 0.0069	 0.0033	274.7223	 0.0000	458.0832	 0.0000	 0.0000	 0.0000	-9.6640	 0.0160	-19.8699	 0.0085	-0.0069	-0.0033
 2.4060	-4.1244	-2.7426	 0.4637	 0.2723	-0.1554	 7.0923	-0.0117	 8.9396	 0.0087	-0.0036	 0.0030	274.5129	 0.0000	457.7350	 0.0000	 0.0000	 0.0000	-12.1840	 0.0117	-16.9613	-0.0087	 0.0036	-0.0030
-2.1311	-1.3509	11.0549	 0.2775	-0.7775	 0.0034	 7.0904	-0.0135	 8.9334	 0.0174	-0.0018	 0.0054	274.3019	 0.0000	457.3840	 0.0000	 0.0000	 0.0000	-7.7589	 0.0135	-30.8414	-0.0174	 0.0018	-0.0054
 0.9768	-3.4201	-1.6844	 0.3482	 0.0986	-0.1720	 7.0897	-0.0101	 8.9207	 0.0068	 0.0048	 0.0049	274.0908	 0.0000	457.0330	 0.0000	 0.0000	 0.0000	-10.9859	 0.0101	-17.9281	-0.0068	-0.0048	-0.0049
 1.4127	-4.1600	-2.6721	 0.5098	 0.1027	-0.1458	 7.0932	-0.0044	 8.9148	 0.0475	-0.0077	-0.0045	273.8784	 0.0000	456.6798	 0.0000	 0.0000	 0.0000	-11.6831	 0.0044	-17.1126	-0.0475	 0.0077	 0.0045
 2.3415	-3.9317	-5.7001	 0.3633	 0.3138	-0.1683	 7.0846	-0.0048	 8.9140	 0.0610	-0.0037	-0.0220	273.6654	 0.0000	456.3256	 0.0000	 0.0000	 0.0000	-12.5146	 0.0048	-14.3411	-0.0610	 0.0037	 0.0220
 1.5939	-4.2293	-1.6633	 0.4157	 0.1933	-0.1598	 7.0861	-0.0120	 8.9062	 0.0313	 0.0082	-0.0181	273.4519	 0.0000	455.9706	 0.0000	 0.0000	 0.0000	-11.9959	 0.0120	-18.3945	-0.0313	-0.0082	 0.0181
 0.9246	-3.5449	-1.5860	 0.3776	 0.0920	-0.1340	 7.0863	-0.0053	 8.8966	 0.0437	-0.0068	-0.0257	273.2370	 0.0000	455.6133	 0.0000	 0.0000	 0.0000	-11.4546	 0.0053	-18.4753	-0.0437	 0.0068	 0.0257
 1.7461	-4.2300	-2.7265	 0.4110	 0.1840	-0.1796	 7.0840	-0.0046	 8.8846	 0.0426	-0.0017	-0.0289	273.0221	 0.0000	455.2559	 0.0000	 0.0000	 0.0000	-12.3414	 0.0046	-17.1844	-0.0426	 0.0017	 0.0289
 2.1897	-4.3413	-3.7920	 0.5117	 0.2476	-0.1312	 7.0741	-0.0042	 8.8853	 0.0226	-0.0013	-0.0200	272.8057	 0.0000	454.8960	 0.0000	 0.0000	 0.0000	-12.6880	 0.0042	-16.4376	-0.0226	 0.0013	 0.0200
 1.1673	-3.6843	-3.7336	 0.3582	 0.1549	-0.1697	 7.0797	-0.0060	 8.8721	 0.0070	 0.0075	-0.0241	272.5889	 0.0000	454.5355	 0.0000	 0.0000	 0.0000	-11.9875	 0.0060	-16.3398	-0.0070	-0.0075	 0.0241
 0.9523	-3.9556	-2.8720	 0.4537	 0.1731	-0.1734	 7.0777	-0.0057	 8.8841	 0.0272	-0.0013	-0.0293	272.3714	 0.0000	454.1738	 0.0000	 0.0000	 0.0000	-11.9800	 0.0057	-18.0507	-0.0272	 0.0013	 0.0293
 1.2687	-2.9547	-1.6973	 0.3406	 0.0616	-0.1544	 7.0751	 0.0009	 8.8729	 0.0106	 0.0076	-0.0404	272.1527	 0.0000	453.8101	 0.0000	 0.0000	 0.0000	-12.3615	-0.0009	-19.1170	-0.0106	-0.0076	 0.0404
 1.5075	-3.6721	-1.5056	 0.4151	 0.1669	-0.1452	 7.0781	-0.0007	 8.8493	 0.0205	 0.0055	-0.0331	271.9341	 0.0000	453.4464	 0.0000	 0.0000	 0.0000	-12.7696	 0.0007	-18.7398	-0.0205	-0.0055	 0.0331
 1.0464	-3.5262	-0.5405	 0.3670	 0.0526	-0.1527	 7.0696	 0.0049	 8.8478	 0.0236	 0.0038	-0.0314	271.7136	 0.0000	453.0798	 0.0000	 0.0000	 0.0000	-12.2412	-0.0049	-19.9676	-0.0236	-0.0038	 0.0314
 1.1868	-4.0406	-3.6292	 0.4618	 0.1108	-0.1545	 7.0704	-0.0007	 8.8441	 0.0241	 0.0017	-0.0320	271.4931	 0.0000	452.7130	 0.0000	 0.0000	 0.0000	-12.5934	 0.0007	-17.0924	-0.0241	-0.0017	 0.0320
 2.0260	-4.2597	-0.5966	 0.5020	 0.2376	-0.1633	 7.0720	-0.0124	 8.8459	 0.0171	 0.0046	-0.0175	271.2716	 0.0000	452.3447	 0.0000	 0.0000	 0.0000	-13.7346	 0.0124	-20.5516	-0.0171	-0.0046	 0.0175
 1.9975	-4.2952	-2.6769	 0.4543	 0.2298	-0.1514	 7.0690	-0.0066	 8.8344	 0.0140	 0.0001	-0.0251	271.0492	 0.0000	451.9747	 0.0000	 0.0000	 0.0000	-13.7385	 0.0066	-18.3726	-0.0140	-0.0001	 0.0251
 0.9975	-3.7330	-1.5533	 0.3965	 0.1021	-0.1455	 7.0645	-0.0097	 8.8320	 0.0205	 0.0055	-0.0147	270.8267	 0.0000	451.6047	 0.0000	 0.0000	 0.0000	-12.8191	 0.0097	-19.7296	-0.0205	-0.0055	 0.0147
 1.9928	-3.9844	-3.8474	 0.3968	 0.2360	-0.1678	 7.0659	-0.0019	 8.8212	-0.0115	 0.0056	-0.0194	270.6024	 0.0000	451.2316	 0.0000	 0.0000	 0.0000	-14.0113	 0.0019	-17.3883	 0.0115	-0.0056	 0.0194
 1.9288	-4.1758	-4.6658	 0.4186	 0.2285	-0.1524	 7.0689	-0.0029	 8.8159	 0.0188	 0.0131	-0.0310	270.3781	 0.0000	450.8586	 0.0000	 0.0000	 0.0000	-14.2355	 0.0029	-16.7404	-0.0188	-0.0131	 0.0310
 1.1849	-3.6285	 0.3823	 0.4037	 0.1188	-0.1406	 7.0597	-0.0086	 8.8085	-0.0211	 0.0063	-0.0202	270.1527	 0.0000	450.4836	 0.0000	 0.0000	 0.0000	-13.3549	 0.0086	-21.7959	 0.0211	-0.0063	 0.0202
 1.3503	-3.3309	-0.5762	 0.3373	 0.0750	-0.1619	 7.0631	-0.0114	 8.8060	-0.0197	 0.0015	-0.0133	269.9265	 0.0000	450.1075	 0.0000	 0.0000	 0.0000	-13.8430	 0.0114	-21.1369	 0.0197	-0.0015	 0.0133
 1.6953	-3.0086	-1.7785	 0.2972	 0.1394	-0.1632	 7.0452	-0.0159	 8.7911	-0.0273	 0.0135	-0.0352	269.7001	 0.0000	449.7309	 0.0000	 0.0000	 0.0000	-13.7043	 0.0159	-19.5602	 0.0273	-0.0135	 0.0352
-0.0457	-3.8184	 3.5638	 0.5164	-0.1709	-0.1151	 7.0558	-0.0166	 8.7805	-0.0401	 0.0134	-0.0166	269.4721	 0.0000	449.3516	 0.0000	 0.0000	 0.0000	-12.4996	 0.0166	-24.9257	 0.0401	-0.0134	 0.0166
 1.7387	-3.7506	-4.8087	 0.3331	 0.2277	-0.1598	 7.0611	-0.0165	 8.7800	-0.0235	 0.0134	-0.0229	269.2441	 0.0000	448.9724	 0.0000	 0.0000	 0.0000	-14.6793	 0.0165	-16.9491	 0.0235	-0.0134	 0.0229
 2.1061	-3.7041	-5.6971	 0.3710	 0.2392	-0.1590	 7.0421	-0.0090	 8.7770	-0.0009	 0.0016	-0.0096	269.0148	 0.0000	448.5910	 0.0000	 0.0000	 0.0000	-14.6285	 0.0090	-16.2288	 0.0009	-0.0016	 0.0096
 1.4522	-3.5480	-4.5756	 0.3991	 0.1585	-0.1411	 7.0453	-0.0113	 8.7750	-0.0299	 0.0100	-0.0186	268.7849	 0.0000	448.2087	 0.0000	 0.0000	 0.0000	-14.2980	 0.0113	-17.6531	 0.0299	-0.0100	 0.0186
 2.0529	-3.7720	-2.6987	 0.4057	 0.2912	-0.1768	 7.0356	-0.0087	 8.7645	-0.0025	 0.0031	-0.0088	268.5546	 0.0000	447.8255	 0.0000	 0.0000	 0.0000	-14.7431	 0.0087	-19.4449	 0.0025	-0.0031	 0.0088
 1.7924	-3.6461	-1.4461	 0.4166	 0.1952	-0.1610	 7.0441	-0.0182	 8.7499	-0.0019	 0.0097	-0.0088	268.3229	 0.0000	447.4402	 0.0000	 0.0000	 0.0000	-14.9031	 0.0182	-20.5218	 0.0019	-0.0097	 0.0088
 2.1624	-3.6221	-4.7241	 0.3626	 0.2530	-0.1594	 7.0384	-0.0107	 8.7433	-0.0390	 0.0142	-0.0220	268.0912	 0.0000	447.0548	 0.0000	 0.0000	 0.0000	-15.2630	 0.0107	-17.3225	 0.0390	-0.0142	 0.0220
