Version: 1
Machine Type: VIVO simulator
Process Index: 0 Cumulative Reps: 0 Template Name: CurrentWave.wff

Acquisition Rate: 50 Waveform Frequency:  0.020
Time Stamp: 5 30, 2024 -- 13: 47: 44: 

Fx	Fy	Fz	Mx	My	Mz	X mm	Y mm	Z mm	Xdeg	Ydeg	Zdeg	X Wf	Y Wf	Z Wf	XaWf	YaWf	ZaWf	X Er	Y Er	Z Er	XaEr	YaEr	ZaEr
N	N	N	N-m	N-m	N-m	mm	mm	mm	deg	deg	deg	N	mm	N	deg	deg	deg	N	mm	N	deg	deg	deg
-1.2020	-3.9404	-4.4290	 0.4100	-0.2550	-0.1523	 1.8559	 0.0154	 0.4464	-0.0179	-0.0153	 0.0006	75.0462	 0.0000	124.7439	 0.0000	 0.0000	 0.0000	12.9123	-0.0154	16.4595	 0.0179	 0.0153	-0.0006
-0.0291	-3.7503	-3.6166	 0.3774	-0.0369	-0.1583	 1.8647	 0.0086	 0.4647	-0.0247	-0.0177	 0.0002	75.3730	 0.0000	125.2881	 0.0000	 0.0000	 0.0000	11.6968	-0.0086	15.5319	 0.0247	 0.0177	-0.0002
-0.7356	-3.8380	-5.4439	 0.3703	-0.2086	-0.1559	 1.8724	 0.0055	 0.4846	 0.0134	-0.0236	 0.0150	75.7004	 0.0000	125.8332	 0.0000	 0.0000	 0.0000	12.3349	-0.0055	17.1592	-0.0134	 0.0236	-0.0150
-0.4670	-3.8066	-3.5140	 0.4042	-0.0974	-0.1687	 1.8731	 0.0125	 0.5053	 0.0043	-0.0257	 0.0143	76.0278	 0.0000	126.3785	 0.0000	 0.0000	 0.0000	12.1528	-0.0125	15.0496	-0.0043	 0.0257	-0.0143
-0.1415	-3.4084	-1.5096	 0.3331	-0.0471	-0.1715	 1.8805	 0.0099	 0.5197	 0.0165	-0.0112	-0.0039	76.3563	 0.0000	126.9255	 0.0000	 0.0000	 0.0000	11.8439	-0.0099	13.0600	-0.0165	 0.0112	 0.0039
-1.0943	-4.3261	-3.6929	 0.5250	-0.2006	-0.1696	 1.8824	 0.0124	 0.5257	 0.0046	-0.0227	 0.0105	76.6848	 0.0000	127.4725	 0.0000	 0.0000	 0.0000	13.0195	-0.0124	15.5541	-0.0046	 0.0227	-0.0105
-1.4238	-3.8014	-2.7807	 0.4257	-0.3418	-0.1145	 1.8883	 0.0093	 0.5325	 0.0049	-0.0152	-0.0150	77.0140	 0.0000	128.0208	 0.0000	 0.0000	 0.0000	13.4984	-0.0093	14.9277	-0.0049	 0.0152	 0.0150
-1.2308	-3.5106	-3.7652	 0.3254	-0.2210	-0.1581	 1.9004	 0.0212	 0.5559	 0.0360	-0.0154	-0.0098	77.3437	 0.0000	128.5697	 0.0000	 0.0000	 0.0000	13.0902	-0.0212	15.4836	-0.0360	 0.0154	 0.0098
-0.2488	-4.0348	-4.5953	 0.3742	-0.0932	-0.1421	 1.8985	 0.0201	 0.5642	 0.0576	-0.0151	-0.0226	77.6735	 0.0000	129.1189	 0.0000	 0.0000	 0.0000	12.3997	-0.0201	16.6098	-0.0576	 0.0151	 0.0226
-1.0767	-3.6906	-1.4457	 0.3666	-0.2202	-0.1394	 1.9021	 0.0151	 0.5794	 0.0692	-0.0260	-0.0015	78.0042	 0.0000	129.6697	 0.0000	 0.0000	 0.0000	13.3136	-0.0151	13.4779	-0.0692	 0.0260	 0.0015
-0.4699	-3.8045	-3.4792	 0.3864	-0.0958	-0.1655	 1.9048	 0.0180	 0.5948	 0.0550	-0.0219	-0.0017	78.3350	 0.0000	130.2205	 0.0000	 0.0000	 0.0000	12.8106	-0.0180	15.5136	-0.0550	 0.0219	 0.0017
-0.5386	-3.6663	-7.8275	 0.3793	-0.0521	-0.1757	 1.9123	 0.0302	 0.6158	 0.0605	-0.0271	 0.0004	78.6665	 0.0000	130.7726	 0.0000	 0.0000	 0.0000	12.8103	-0.0302	19.5693	-0.0605	 0.0271	-0.0004
-0.3728	-3.9725	-3.4553	 0.3795	-0.1292	-0.1632	 1.9187	 0.0249	 0.6257	 0.0515	-0.0155	 0.0022	78.9984	 0.0000	131.3252	 0.0000	 0.0000	 0.0000	12.7291	-0.0249	15.3901	-0.0515	 0.0155	-0.0022
-0.8732	-3.8702	-2.6808	 0.4006	-0.2110	-0.1729	 1.9259	 0.0244	 0.6360	 0.0097	-0.0147	-0.0089	79.3306	 0.0000	131.8784	 0.0000	 0.0000	 0.0000	13.3161	-0.0244	14.7673	-0.0097	 0.0147	 0.0089
-0.5526	-3.4601	-3.5809	 0.3712	-0.1703	-0.1691	 1.9242	 0.0235	 0.6566	 0.0335	-0.0209	-0.0094	79.6635	 0.0000	132.4329	 0.0000	 0.0000	 0.0000	13.1516	-0.0235	15.5480	-0.0335	 0.0209	 0.0094
-0.6381	-3.5949	-1.4818	 0.3833	-0.1784	-0.1492	 1.9320	 0.0248	 0.6708	 0.0275	-0.0294	-0.0120	79.9964	 0.0000	132.9873	 0.0000	 0.0000	 0.0000	13.2594	-0.0248	13.4369	-0.0275	 0.0294	 0.0120
-1.3557	-3.7360	-1.5253	 0.4771	-0.3344	-0.1385	 1.9257	 0.0197	 0.6869	 0.0124	-0.0174	-0.0099	80.3303	 0.0000	133.5433	 0.0000	 0.0000	 0.0000	14.2763	-0.0197	13.6008	-0.0124	 0.0174	 0.0099
-1.3968	-3.2168	-2.6327	 0.3479	-0.3195	-0.1748	 1.9452	 0.0220	 0.7006	 0.0162	-0.0156	-0.0043	80.6643	 0.0000	134.0996	 0.0000	 0.0000	 0.0000	14.0689	-0.0220	14.5907	-0.0162	 0.0156	 0.0043
-0.2453	-3.7421	-4.4810	 0.3791	-0.1285	-0.1582	 1.9503	 0.0177	 0.7141	-0.0027	-0.0253	 0.0038	80.9988	 0.0000	134.6566	 0.0000	 0.0000	 0.0000	13.0130	-0.0177	16.5094	 0.0027	 0.0253	-0.0038
-0.2462	-4.0693	-2.3807	 0.4066	-0.1352	-0.1582	 1.9554	 0.0267	 0.7252	-0.0103	-0.0183	 0.0051	81.3339	 0.0000	135.2146	 0.0000	 0.0000	 0.0000	13.1000	-0.0267	14.5013	 0.0103	 0.0183	-0.0051
-0.7062	-4.0491	-3.3776	 0.4537	-0.2255	-0.1446	 1.9527	 0.0226	 0.7311	 0.0179	-0.0269	 0.0137	81.6690	 0.0000	135.7726	 0.0000	 0.0000	 0.0000	13.8928	-0.0226	15.8924	-0.0179	 0.0269	-0.0137
-0.5704	-3.5518	-2.3874	 0.3397	-0.0699	-0.1719	 1.9597	 0.0144	 0.7550	 0.0152	-0.0357	 0.0094	82.0051	 0.0000	136.3324	 0.0000	 0.0000	 0.0000	13.7138	-0.0144	14.6227	-0.0152	 0.0357	-0.0094
-0.6610	-4.1327	-4.5472	 0.5049	-0.1517	-0.1402	 1.9577	 0.0237	 0.7629	 0.0288	-0.0305	 0.0081	82.3412	 0.0000	136.8922	 0.0000	 0.0000	 0.0000	14.0816	-0.0237	17.0518	-0.0288	 0.0305	-0.0081
-0.5707	-3.8620	-3.3620	 0.4027	-0.1702	-0.1448	 1.9692	 0.0265	 0.7774	 0.0164	-0.0313	 0.0086	82.6779	 0.0000	137.4529	 0.0000	 0.0000	 0.0000	13.9222	-0.0265	15.8070	-0.0164	 0.0313	-0.0086
-0.7322	-3.5594	-3.3882	 0.4112	-0.1917	-0.1518	 1.9729	 0.0134	 0.7962	-0.0179	-0.0229	 0.0034	83.0151	 0.0000	138.0144	 0.0000	 0.0000	 0.0000	14.1666	-0.0134	15.8073	 0.0179	 0.0229	-0.0034
-0.2646	-3.7640	-2.6011	 0.4077	-0.1391	-0.1448	 1.9823	 0.0149	 0.8057	 0.0068	-0.0330	 0.0249	83.3524	 0.0000	138.5761	 0.0000	 0.0000	 0.0000	13.7103	-0.0149	15.1350	-0.0068	 0.0330	-0.0249
-1.4846	-3.3127	 0.6498	 0.4156	-0.3424	-0.1515	 1.9816	 0.0212	 0.8160	-0.0245	-0.0307	 0.0244	83.6906	 0.0000	139.1394	 0.0000	 0.0000	 0.0000	15.1753	-0.0212	12.0880	 0.0245	 0.0307	-0.0244
-0.8475	-3.6607	-3.4655	 0.3099	-0.1836	-0.1719	 1.9880	 0.0056	 0.8332	-0.0154	-0.0320	 0.0274	84.0288	 0.0000	139.7026	 0.0000	 0.0000	 0.0000	14.5752	-0.0056	16.1935	 0.0154	 0.0320	-0.0274
-1.3175	-3.4486	-1.3480	 0.4027	-0.3404	-0.1276	 1.9869	 0.0190	 0.8492	-0.0273	-0.0340	 0.0205	84.3677	 0.0000	140.2670	 0.0000	 0.0000	 0.0000	15.2337	-0.0190	14.0471	 0.0273	 0.0340	-0.0205
-1.1807	-3.3999	-4.3629	 0.3778	-0.2884	-0.1435	 2.0011	 0.0169	 0.8618	-0.0323	-0.0386	 0.0153	84.7069	 0.0000	140.8319	 0.0000	 0.0000	 0.0000	15.0055	-0.0169	17.0672	 0.0323	 0.0386	-0.0153
-0.8820	-2.8927	 0.6226	 0.2982	-0.2471	-0.1116	 2.0043	 0.0232	 0.8859	-0.0126	-0.0379	 0.0294	85.0463	 0.0000	141.3972	 0.0000	 0.0000	 0.0000	14.6971	-0.0232	11.7549	 0.0126	 0.0379	-0.0294
-1.0326	-3.6913	-1.6243	 0.3778	-0.2229	-0.1522	 2.0115	 0.0105	 0.8855	-0.0282	-0.0392	 0.0192	85.3865	 0.0000	141.9639	 0.0000	 0.0000	 0.0000	15.0650	-0.0105	14.5787	 0.0282	 0.0392	-0.0192
 0.3290	-3.6607	-5.7108	 0.3357	-0.0141	-0.1694	 2.0194	 0.0130	 0.9023	-0.0374	-0.0344	 0.0204	85.7268	 0.0000	142.5305	 0.0000	 0.0000	 0.0000	13.6865	-0.0130	18.5742	 0.0374	 0.0344	-0.0204
-0.4206	-4.4689	-1.3235	 0.4538	-0.1623	-0.1728	 2.0140	 0.0080	 0.9168	-0.0403	-0.0281	 0.0179	86.0678	 0.0000	143.0984	 0.0000	 0.0000	 0.0000	14.7535	-0.0080	14.3502	 0.0403	 0.0281	-0.0179
 0.4365	-4.7137	-5.6659	 0.4164	 0.0657	-0.1690	 2.0289	 0.0092	 0.9337	-0.0446	-0.0275	 0.0038	86.4090	 0.0000	143.6667	 0.0000	 0.0000	 0.0000	13.7402	-0.0092	18.5286	 0.0446	 0.0275	-0.0038
-1.1398	-3.5494	-4.5593	 0.3732	-0.2695	-0.1710	 2.0323	 0.0136	 0.9486	-0.0443	-0.0333	 0.0265	86.7505	 0.0000	144.2355	 0.0000	 0.0000	 0.0000	15.4091	-0.0136	17.4217	 0.0443	 0.0333	-0.0265
-0.0952	-3.5864	-6.5946	 0.3002	-0.0461	-0.1471	 2.0459	 0.0218	 0.9659	-0.0402	-0.0314	 0.0102	87.0927	 0.0000	144.8054	 0.0000	 0.0000	 0.0000	14.2246	-0.0218	19.2610	 0.0402	 0.0314	-0.0102
-0.6390	-3.8857	-3.4621	 0.3720	-0.1390	-0.1573	 2.0421	 0.0235	 0.9718	-0.0204	-0.0304	 0.0125	87.4349	 0.0000	145.3754	 0.0000	 0.0000	 0.0000	15.1245	-0.0235	16.5231	 0.0204	 0.0304	-0.0125
-1.4354	-3.9268	-4.6366	 0.4134	-0.2521	-0.1788	 2.0529	 0.0147	 0.9849	-0.0626	-0.0273	 0.0046	87.7779	 0.0000	145.9467	 0.0000	 0.0000	 0.0000	15.9146	-0.0147	17.7716	 0.0626	 0.0273	-0.0046
-2.0720	-3.0047	 3.7493	 0.3543	-0.4953	-0.1102	 2.0567	 0.0147	 0.9987	-0.0560	-0.0177	 0.0066	88.1211	 0.0000	146.5182	 0.0000	 0.0000	 0.0000	16.6532	-0.0147	 9.4497	 0.0560	 0.0177	-0.0066
-0.8949	-3.4877	-2.4634	 0.3180	-0.2490	-0.1404	 2.0716	 0.0153	 1.0273	-0.0410	-0.0226	 0.0024	88.4647	 0.0000	147.0904	 0.0000	 0.0000	 0.0000	15.1952	-0.0153	15.0967	 0.0410	 0.0226	-0.0024
-1.4125	-3.0791	-3.5848	 0.2732	-0.2712	-0.1486	 2.0703	 0.0305	 1.0355	-0.0351	-0.0209	 0.0049	88.8088	 0.0000	147.6636	 0.0000	 0.0000	 0.0000	15.9761	-0.0305	16.4500	 0.0351	 0.0209	-0.0049
-0.1475	-3.6689	-2.4739	 0.3595	-0.0655	-0.1745	 2.0859	 0.0231	 1.0464	-0.0197	-0.0359	 0.0136	89.1529	 0.0000	148.2367	 0.0000	 0.0000	 0.0000	14.6048	-0.0231	15.3978	 0.0197	 0.0359	-0.0136
-0.1075	-3.3221	-3.5567	 0.3265	-0.0818	-0.1640	 2.0857	 0.0279	 1.0621	-0.0346	-0.0267	-0.0000	89.4979	 0.0000	148.8114	 0.0000	 0.0000	 0.0000	14.7559	-0.0279	16.5113	 0.0346	 0.0267	 0.0000
-1.2146	-3.9955	-1.2832	 0.4931	-0.2309	-0.1270	 2.0894	 0.0229	 1.0810	-0.0203	-0.0307	-0.0068	89.8430	 0.0000	149.3861	 0.0000	 0.0000	 0.0000	15.9465	-0.0229	14.1463	 0.0203	 0.0307	 0.0068
-0.9061	-3.3029	-3.4962	 0.3550	-0.1835	-0.1599	 2.1045	 0.0333	 1.1055	-0.0250	-0.0204	-0.0039	90.1886	 0.0000	149.9616	 0.0000	 0.0000	 0.0000	15.3651	-0.0333	15.8987	 0.0250	 0.0204	 0.0039
-1.4718	-3.3606	 0.6216	 0.3326	-0.3022	-0.1611	 2.1146	 0.0147	 1.0990	 0.0165	-0.0223	 0.0040	90.5345	 0.0000	150.5379	 0.0000	 0.0000	 0.0000	16.1230	-0.0147	12.5513	-0.0165	 0.0223	-0.0040
-1.5018	-3.8361	-4.5415	 0.3979	-0.2826	-0.1653	 2.1191	 0.0221	 1.1183	 0.0011	-0.0306	 0.0041	90.8806	 0.0000	151.1143	 0.0000	 0.0000	 0.0000	16.2024	-0.0221	17.5461	-0.0011	 0.0306	-0.0041
-1.9693	-2.4799	 3.9927	 0.3955	-0.5393	-0.0965	 2.1205	 0.0223	 1.1348	 0.0099	-0.0325	-0.0065	91.2275	 0.0000	151.6921	 0.0000	 0.0000	 0.0000	16.8303	-0.0223	 9.0094	-0.0099	 0.0325	 0.0065
-0.9902	-4.2699	-3.2649	 0.4909	-0.2023	-0.1724	 2.1272	 0.0182	 1.1458	-0.0093	-0.0257	-0.0170	91.5744	 0.0000	152.2698	 0.0000	 0.0000	 0.0000	15.9478	-0.0182	16.4304	 0.0093	 0.0257	 0.0170
-0.5205	-3.9156	-5.5670	 0.3521	-0.1272	-0.1627	 2.1415	 0.0142	 1.1663	 0.0085	-0.0289	 0.0037	91.9219	 0.0000	152.8486	 0.0000	 0.0000	 0.0000	15.2769	-0.0142	18.4696	-0.0085	 0.0289	-0.0037
-0.8564	-3.7620	-3.6515	 0.3811	-0.1840	-0.1613	 2.1479	 0.0196	 1.1731	 0.0055	-0.0285	 0.0036	92.2697	 0.0000	153.4279	 0.0000	 0.0000	 0.0000	15.7370	-0.0196	16.8089	-0.0055	 0.0285	-0.0036
-0.5412	-4.0501	-5.6299	 0.4677	-0.1402	-0.1626	 2.1556	 0.0187	 1.1958	 0.0237	-0.0227	 0.0144	92.6176	 0.0000	154.0075	 0.0000	 0.0000	 0.0000	15.3452	-0.0187	18.5066	-0.0237	 0.0227	-0.0144
 0.4185	-3.7980	-3.5434	 0.3476	-0.0137	-0.1653	 2.1673	 0.0130	 1.2017	 0.0333	-0.0322	 0.0134	92.9663	 0.0000	154.5883	 0.0000	 0.0000	 0.0000	14.4241	-0.0130	16.6972	-0.0333	 0.0322	-0.0134
-0.6368	-4.2713	-4.4099	 0.4778	-0.1846	-0.1448	 2.1737	 0.0066	 1.2135	 0.0444	-0.0251	-0.0122	93.3150	 0.0000	155.1690	 0.0000	 0.0000	 0.0000	15.5860	-0.0066	17.7112	-0.0444	 0.0251	 0.0122
-0.8379	-3.6424	-4.4907	 0.4027	-0.2580	-0.1558	 2.1801	 0.0046	 1.2294	 0.0248	-0.0178	 0.0017	93.6644	 0.0000	155.7509	 0.0000	 0.0000	 0.0000	15.8147	-0.0046	17.7785	-0.0248	 0.0178	-0.0017
-0.0977	-4.5504	-5.5285	 0.5383	-0.0754	-0.1268	 2.1950	 0.0016	 1.2397	 0.0501	-0.0188	-0.0007	94.0139	 0.0000	156.3331	 0.0000	 0.0000	 0.0000	14.9798	-0.0016	18.8992	-0.0501	 0.0188	 0.0007
-0.4674	-3.7914	-5.7816	 0.4038	-0.1137	-0.1567	 2.1918	 0.0007	 1.2503	 0.0457	-0.0166	-0.0028	94.3637	 0.0000	156.9158	 0.0000	 0.0000	 0.0000	15.6673	-0.0007	19.4086	-0.0457	 0.0166	 0.0028
-3.2284	-2.4355	 0.6708	 0.2857	-0.6990	-0.0624	 2.1995	 0.0115	 1.2675	 0.0601	-0.0187	 0.0152	94.7142	 0.0000	157.4995	 0.0000	 0.0000	 0.0000	18.3951	-0.0115	12.8051	-0.0601	 0.0187	-0.0152
-0.1908	-4.2085	-3.6323	 0.4970	-0.0964	-0.1611	 2.2050	 0.0087	 1.2802	 0.0240	-0.0194	 0.0089	95.0646	 0.0000	158.0832	 0.0000	 0.0000	 0.0000	15.4741	-0.0087	17.2246	-0.0240	 0.0194	-0.0089
-0.2992	-3.3662	-1.5959	 0.3966	-0.1466	-0.1540	 2.2103	 0.0146	 1.2969	 0.0432	-0.0111	-0.0009	95.4157	 0.0000	158.6681	 0.0000	 0.0000	 0.0000	15.6290	-0.0146	15.1134	-0.0432	 0.0111	 0.0009
-0.5863	-4.0130	 2.6576	 0.4244	-0.1627	-0.1457	 2.2192	 0.0007	 1.3119	 0.0132	-0.0215	 0.0104	95.7670	 0.0000	159.2532	 0.0000	 0.0000	 0.0000	15.9418	-0.0007	10.9040	-0.0132	 0.0215	-0.0104
-1.0917	-3.5484	-1.4532	 0.3969	-0.1743	-0.1595	 2.2234	 0.0013	 1.3200	 0.0201	-0.0187	 0.0032	96.1186	 0.0000	159.8389	 0.0000	 0.0000	 0.0000	16.6200	-0.0013	15.2742	-0.0201	 0.0187	-0.0032
 0.2820	-4.5508	-5.7247	 0.5348	-0.0296	-0.1618	 2.2303	 0.0060	 1.3278	 0.0027	-0.0054	-0.0029	96.4707	 0.0000	160.4254	 0.0000	 0.0000	 0.0000	15.3506	-0.0060	19.7896	-0.0027	 0.0054	 0.0029
-0.3745	-3.9156	-2.5174	 0.4095	-0.1165	-0.1494	 2.2358	 0.0187	 1.3497	 0.0221	-0.0079	 0.0049	96.8228	 0.0000	161.0118	 0.0000	 0.0000	 0.0000	15.9860	-0.0187	16.2814	-0.0221	 0.0079	-0.0049
-1.5410	-3.5869	-0.4522	 0.3934	-0.2511	-0.1515	 2.2403	 0.0283	 1.3692	 0.0287	-0.0141	 0.0022	97.1757	 0.0000	161.5997	 0.0000	 0.0000	 0.0000	17.2005	-0.0283	14.0310	-0.0287	 0.0141	-0.0022
-1.0744	-3.4047	-1.4730	 0.3581	-0.2503	-0.1235	 2.2479	 0.0164	 1.3759	 0.0306	-0.0109	 0.0031	97.5286	 0.0000	162.1875	 0.0000	 0.0000	 0.0000	16.8560	-0.0164	15.3894	-0.0306	 0.0109	-0.0031
-0.8598	-3.9097	-3.6753	 0.4281	-0.1757	-0.1522	 2.2416	 0.0165	 1.3927	 0.0276	-0.0083	-0.0039	97.8820	 0.0000	162.7761	 0.0000	 0.0000	 0.0000	16.9799	-0.0165	17.6633	-0.0276	 0.0083	 0.0039
-0.5646	-3.7040	-1.4739	 0.3950	-0.1431	-0.1665	 2.2553	 0.0207	 1.4143	 0.0315	-0.0155	-0.0031	98.2357	 0.0000	163.3653	 0.0000	 0.0000	 0.0000	16.5050	-0.0207	15.1336	-0.0315	 0.0155	 0.0031
-0.6423	-3.1436	-3.4737	 0.2944	-0.1922	-0.1783	 2.2632	 0.0231	 1.4167	 0.0040	-0.0266	 0.0017	98.5895	 0.0000	163.9547	 0.0000	 0.0000	 0.0000	16.7404	-0.0231	17.5523	-0.0040	 0.0266	-0.0017
-0.6939	-3.7671	-5.7178	 0.4799	-0.1938	-0.1457	 2.2646	 0.0224	 1.4332	 0.0060	-0.0122	-0.0033	98.9441	 0.0000	164.5452	 0.0000	 0.0000	 0.0000	16.9376	-0.0224	19.8081	-0.0060	 0.0122	 0.0033
-0.4765	-4.2353	-5.6524	 0.4463	-0.1414	-0.1529	 2.2722	 0.0243	 1.4437	 0.0149	-0.0026	-0.0035	99.2986	 0.0000	165.1358	 0.0000	 0.0000	 0.0000	16.7780	-0.0243	19.8885	-0.0149	 0.0026	 0.0035
-0.2893	-4.5310	-1.5187	 0.4972	-0.0606	-0.1510	 2.2750	 0.0265	 1.4640	 0.0205	-0.0131	 0.0079	99.6536	 0.0000	165.7272	 0.0000	 0.0000	 0.0000	16.6777	-0.0265	15.5886	-0.0205	 0.0131	-0.0079
-0.0771	-4.0659	-6.7318	 0.3633	 0.0308	-0.1853	 2.2767	 0.0272	 1.4761	-0.0077	 0.0022	-0.0053	100.0089	 0.0000	166.3190	 0.0000	 0.0000	 0.0000	16.6627	-0.0272	20.9726	 0.0077	-0.0022	 0.0053
-0.5961	-4.0581	-3.6866	 0.4514	-0.1268	-0.1535	 2.2841	 0.0228	 1.4912	-0.0113	-0.0085	-0.0000	100.3644	 0.0000	166.9111	 0.0000	 0.0000	 0.0000	17.2287	-0.0228	17.9307	 0.0113	 0.0085	 0.0000
-0.3790	-3.6854	-3.7828	 0.4256	-0.0851	-0.1523	 2.2928	 0.0198	 1.5029	-0.0313	-0.0089	 0.0057	100.7204	 0.0000	167.5043	 0.0000	 0.0000	 0.0000	17.0528	-0.0198	18.1436	 0.0313	 0.0089	-0.0057
-1.0217	-3.9040	-4.6681	 0.4296	-0.2010	-0.1374	 2.2965	 0.0235	 1.5103	-0.0340	-0.0071	 0.0218	101.0765	 0.0000	168.0974	 0.0000	 0.0000	 0.0000	17.8693	-0.0235	19.3081	 0.0340	 0.0071	-0.0218
-0.4997	-3.3960	-2.4157	 0.3399	-0.1709	-0.1492	 2.3108	 0.0250	 1.5274	-0.0263	-0.0089	 0.0128	101.4332	 0.0000	168.6915	 0.0000	 0.0000	 0.0000	17.2053	-0.0250	16.9006	 0.0263	 0.0089	-0.0128
-0.5106	-4.4176	-4.5192	 0.5176	-0.1325	-0.1637	 2.3113	 0.0208	 1.5405	-0.0317	 0.0057	-0.0036	101.7900	 0.0000	169.2859	 0.0000	 0.0000	 0.0000	17.4399	-0.0208	19.1706	 0.0317	-0.0057	 0.0036
-0.9032	-3.5568	-2.5161	 0.3604	-0.2062	-0.1226	 2.3159	 0.0239	 1.5635	-0.0104	-0.0140	 0.0149	102.1470	 0.0000	169.8807	 0.0000	 0.0000	 0.0000	17.8514	-0.0239	16.8709	 0.0104	 0.0140	-0.0149
-0.5698	-3.5683	-2.4323	 0.3845	-0.1483	-0.1645	 2.3174	 0.0161	 1.5632	-0.0163	-0.0091	 0.0202	102.5046	 0.0000	170.4763	 0.0000	 0.0000	 0.0000	17.8448	-0.0161	17.4175	 0.0163	 0.0091	-0.0202
 0.3086	-3.4205	-4.6951	 0.3386	-0.0280	-0.1434	 2.3362	 0.0210	 1.5756	-0.0237	-0.0053	 0.0121	102.8622	 0.0000	171.0719	 0.0000	 0.0000	 0.0000	16.7568	-0.0210	19.6399	 0.0237	 0.0053	-0.0121
-2.0565	-2.4801	 1.6296	 0.3085	-0.5551	-0.0592	 2.3341	 0.0113	 1.5983	-0.0074	-0.0043	 0.0184	103.2204	 0.0000	171.6686	 0.0000	 0.0000	 0.0000	19.3106	-0.0113	13.1738	 0.0074	 0.0043	-0.0184
-0.2715	-3.6244	-5.5804	 0.4173	-0.0829	-0.1534	 2.3533	 0.0013	 1.6107	-0.0073	-0.0073	 0.0159	103.5787	 0.0000	172.2655	 0.0000	 0.0000	 0.0000	17.3286	-0.0013	20.4015	 0.0073	 0.0073	-0.0159
-0.9057	-3.3657	-1.2986	 0.3609	-0.2346	-0.1598	 2.3610	 0.0087	 1.6184	-0.0507	-0.0026	 0.0157	103.9373	 0.0000	172.8629	 0.0000	 0.0000	 0.0000	18.0587	-0.0087	16.3542	 0.0507	 0.0026	-0.0157
-0.7718	-3.5818	-2.5208	 0.3351	-0.1818	-0.1461	 2.3577	 0.0069	 1.6358	-0.0564	 0.0028	 0.0220	104.2963	 0.0000	173.4609	 0.0000	 0.0000	 0.0000	18.1842	-0.0069	17.6058	 0.0564	-0.0028	-0.0220
-1.3730	-3.2165	-3.5185	 0.3054	-0.3024	-0.1270	 2.3687	 0.0084	 1.6465	-0.0472	 0.0037	 0.0198	104.6553	 0.0000	174.0589	 0.0000	 0.0000	 0.0000	18.7755	-0.0084	18.7075	 0.0472	-0.0037	-0.0198
 0.0095	-4.3201	-2.7294	 0.4137	-0.0488	-0.1528	 2.3752	 0.0148	 1.6680	-0.0354	-0.0134	 0.0257	105.0150	 0.0000	174.6582	 0.0000	 0.0000	 0.0000	17.3904	-0.0148	17.6490	 0.0354	 0.0134	-0.0257
 0.3752	-4.5311	-4.5793	 0.4480	-0.0168	-0.1636	 2.3871	 0.0106	 1.6693	-0.0406	 0.0037	 0.0189	105.3747	 0.0000	175.2574	 0.0000	 0.0000	 0.0000	17.0817	-0.0106	19.9708	 0.0406	-0.0037	-0.0189
-0.7718	-4.1666	-5.4860	 0.4589	-0.1663	-0.1382	 2.3934	 0.0078	 1.6919	-0.0390	-0.0003	 0.0161	105.7348	 0.0000	175.8572	 0.0000	 0.0000	 0.0000	18.2312	-0.0078	20.6313	 0.0390	 0.0003	-0.0161
-0.2415	-3.9786	-3.5720	 0.4076	-0.1046	-0.1463	 2.3923	 0.0035	 1.6978	-0.0169	 0.0002	 0.0258	106.0951	 0.0000	176.4576	 0.0000	 0.0000	 0.0000	18.0217	-0.0035	19.1291	 0.0169	-0.0002	-0.0258
 0.0295	-3.7482	-4.4672	 0.3523	-0.0181	-0.1944	 2.4088	 0.0091	 1.7189	-0.0175	 0.0009	 0.0194	106.4556	 0.0000	177.0581	 0.0000	 0.0000	 0.0000	17.5102	-0.0091	19.6952	 0.0175	-0.0009	-0.0194
-1.0327	-3.8669	-5.5563	 0.4670	-0.2442	-0.1584	 2.4225	 0.0170	 1.7266	-0.0381	 0.0095	 0.0097	106.8167	 0.0000	177.6596	 0.0000	 0.0000	 0.0000	18.5241	-0.0170	20.9604	 0.0381	-0.0095	-0.0097
-0.4610	-3.6475	-3.5641	 0.3887	-0.1903	-0.1160	 2.4280	 0.0152	 1.7421	-0.0101	 0.0008	-0.0064	107.1777	 0.0000	178.2611	 0.0000	 0.0000	 0.0000	18.0552	-0.0152	18.9661	 0.0101	-0.0008	 0.0064
-0.3602	-3.8094	-3.3161	 0.4051	-0.1492	-0.1633	 2.4336	 0.0180	 1.7558	-0.0111	-0.0022	-0.0097	107.5392	 0.0000	178.8633	 0.0000	 0.0000	 0.0000	18.0519	-0.0180	18.7649	 0.0111	 0.0022	 0.0097
-0.2723	-4.1914	-4.4204	 0.4784	-0.1160	-0.1450	 2.4425	 0.0125	 1.7665	-0.0058	 0.0024	 0.0000	107.9009	 0.0000	179.4659	 0.0000	 0.0000	 0.0000	18.0012	-0.0125	20.0326	 0.0058	-0.0024	-0.0000
-0.5380	-3.6511	-5.5736	 0.3672	-0.0826	-0.1581	 2.4508	 0.0194	 1.7821	 0.0044	 0.0028	 0.0089	108.2628	 0.0000	180.0687	 0.0000	 0.0000	 0.0000	18.2570	-0.0194	21.1198	-0.0044	-0.0028	-0.0089
